date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:57	112/112	---MCZ	200	added ('OK')	text/css	etag:W/%22603e31d4-70%22	https://promo-theme.com/cropit-wp/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/styles.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/styles3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:57	4778/4778	---MCZ	200	added ('OK')	text/css	etag:W/%2258da1c36-12aa%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/style.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/style3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:57	7143/7143	---MCZ	200	added ('OK')	text/css	etag:W/%22583ea8e6-1be7%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/fonts.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/fonts3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:57	7630/7630	---MCZ	200	added ('OK')	text/css	etag:W/%225874f24a-1dce%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/magnific-popup.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/magnific-popup3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:58	9827/9827	---MCZ	200	added ('OK')	text/css	etag:W/%22583ea8e6-2663%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/icon-font.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/icon-font3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:58	13651/13651	---MCZ	200	added ('OK')	text/css	etag:W/%22583ea8e8-3553%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/social-icons.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/social-icons3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:58	4093/4093	---MCZ	200	added ('OK')	text/css	etag:W/%2258be95a2-ffd%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/photoswipe.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/photoswipe3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:58	11718/11718	---MCZ	200	added ('OK')	text/css	etag:W/%2258be95a2-2dc6%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/default-skin.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/default-skin3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:59	74728/74728	---MCZ	200	added ('OK')	text/css	etag:W/%2258be647e-123e8%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/woocommerce.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/woocommerce3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:59	17058/17058	---MCZ	200	added ('OK')	text/css	etag:W/%2258bd5d12-42a2%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/woocommerce-layout.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/woocommerce-layout3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:46:59	13716/13716	---MCZ	200	added ('OK')	text/css	etag:W/%22583ea8e8-3594%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/frontend-grid.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/frontend-grid3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:00	94381/94381	---MCZ	200	added ('OK')	text/css	etag:W/%22591962d3-170ad%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/style.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/style3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:00	10090/10090	---MCZ	200	added ('OK')	text/css	etag:W/%22594b5f9a-276a%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/css/mobile.css?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/css/mobile3bea.css	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:00	89496/89496	---MCZ	200	added ('OK')	application/javascript	etag:W/%22603e3181-15d98%22	https://promo-theme.com/cropit-wp/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-includes/js/jquery/jquery.min9d52.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:00	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22603e3181-2bd8%22	https://promo-theme.com/cropit-wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:01	11831/11831	---MCZ	200	added ('OK')	application/javascript	etag:W/%22603e31a2-2e37%22	https://promo-theme.com/cropit-wp/wp-content/plugins/wp-retina-2x/app/picturefill.min.js?ver=1614688674	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/plugins/wp-retina-2x/app/picturefill.mind601.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:01	40401/40401	---MCZ	200	added ('OK')	application/javascript	etag:W/%22583568d4-9dd1%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/js/owl.carousel/owl.carousel.min.js?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/js/owl.carousel/owl.carousel.min3bea.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:01	40320/40320	---MCZ	200	added ('OK')	application/javascript	etag:W/%22583568e2-9d80%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/isotope.pkgd.min.js?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/isotope.pkgd.min3bea.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:01	22945/22945	---MCZ	200	added ('OK')	application/javascript	etag:W/%22583568e4-59a1%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/masonry.pkgd.min.js?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/masonry.pkgd.min3bea.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:02	2771/2771	---MCZ	200	added ('OK')	application/javascript	etag:W/%22583568e2-ad3%22	https://promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/jquery.mousewheel.min.js?ver=5.6.7	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/themes/cropit/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/jquery.mousewheel.min3bea.js	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:02	723/723	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-2d3%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/10/favicon144.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/10/favicon144.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:02	3946/3946	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-f6a%22	http://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/logo.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/logo.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:03	3923/3923	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-f53%22	http://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/logo-light.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/logo-light.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:03	20269/20269	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-4f2d%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img14-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img14-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:03	3634/3634	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-e32%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img13-100x100.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img13-100x100.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:04	21495/21495	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-53f7%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img12-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img12-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:04	21551/21551	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-542f%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img11-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img11-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:05	21594/21594	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-545a%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img10-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img10-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:05	20623/20623	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-508f%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img9-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img9-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:06	20637/20637	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-509d%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img8-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img8-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:06	20369/20369	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-4f91%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img7-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img7-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:06	19557/19557	---M--	200	added ('OK')	image/png	etag:%2258db6b3b-4c65%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img6-100x100.png	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2017/03/wedding_img6-100x100.png	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:07	145470/145470	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-2383e%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img12-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img12-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:07	77831/77831	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-13007%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img12-1-1000x536.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img12-1-1000x536.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:08	126615/126615	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-1ee97%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img11-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img11-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:09	68520/68520	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-10ba8%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img11-1-1000x485.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img11-1-1000x485.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:09	85097/85097	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-14c69%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img10-1-1000x581.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img10-1-1000x581.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:09	136107/136107	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-213ab%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img10-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img10-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:10	90921/90921	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-16329%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img9-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img9-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:10	73363/73363	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-11e93%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img9-1-1000x698.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img9-1-1000x698.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:10	105707/105707	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-19ceb%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img8-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img8-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:10	72092/72092	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-1199c%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img8-1-1000x730.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img8-1-1000x730.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:10	90588/90588	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-161dc%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img7-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img7-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:11	73281/73281	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-11e41%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img7-1-1000x676.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img7-1-1000x676.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:11	93207/93207	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-16c17%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img6-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img6-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:11	80933/80933	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-13c25%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img6-1-1000x794.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img6-1-1000x794.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:11	164203/164203	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-2816b%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img4-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img4-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:11	136383/136383	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-214bf%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img4-1-1000x742.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img4-1-1000x742.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:12	241588/241588	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-3afb4%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img5-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img5-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:12	178485/178485	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-2b935%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img5-1-1000x735.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img5-1-1000x735.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:12	150944/150944	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-24da0%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img3-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img3-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:12	120951/120951	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-1d877%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img3-1-1000x708.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img3-1-1000x708.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:13	185685/185685	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-2d555%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img2-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img2-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:13	113017/113017	---M--	200	added ('OK')	image/jpeg	etag:%2258db7017-1b979%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img2-1-1000x706.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img2-1-1000x706.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:13	200111/200111	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-30daf%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img1-1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img1-1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:13	158250/158250	---M--	200	added ('OK')	image/jpeg	etag:%2258db7018-26a2a%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img1-1-1000x712.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/09/img1-1-1000x712.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:14	683794/683794	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-a6f12%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img1.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img1.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:14	141143/141143	---M--	200	added ('OK')	image/jpeg	etag:%2258db6dc9-22757%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img1-1000x668.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img1-1000x668.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:14	265970/265970	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-40ef2%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img2.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img2.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:14	81086/81086	---M--	200	added ('OK')	image/jpeg	etag:%2258db6dc9-13cbe%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img2-1000x688.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img2-1000x688.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
15:47:14	660284/660284	---M--	200	added ('OK')	image/jpeg	etag:%2258db6b3b-a133c%22	https://promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img3.jpg	C:/Users/kay.kien/Desktop/123456/col-4/promo-theme.com/cropit-wp/wp-content/uploads/2016/12/p-img3.jpg	(from https://promo-theme.com/cropit-wp/gallery/grid/col-4/)
